LTE/5g Category,Time,Packet Loss Rate,Packet delay,IoT,LTE/5G,GBR,Non-GBR,AR/VR/Gaming,Healthcare,Industry 4.0,IoT Devices,Public Safety,Smart City & Home,Smart Transportation,Smartphone,slice Type
8,1,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
7,20,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
19,7,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
15,9,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
12,4,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
20,12,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
22,19,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
7,15,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
20,12,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
19,12,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
17,5,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
12,22,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
1,2,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
20,15,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
20,21,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
3,2,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
13,2,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
15,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
19,10,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
21,3,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
2,14,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
4,14,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
7,15,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
19,4,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
1,4,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
15,19,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
11,0,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,1,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,18,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,0,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
13,2,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
1,14,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
1,0,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
21,21,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
9,21,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
1,19,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
1,10,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
8,6,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
15,0,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
2,20,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
9,16,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,12,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
17,21,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
3,5,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
4,17,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
19,23,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,16,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
9,16,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
10,5,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
6,13,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
19,7,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
8,11,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
18,23,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
14,4,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
7,3,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
19,3,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
5,18,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
7,11,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
8,11,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
6,15,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
17,10,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
13,22,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
6,15,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
13,20,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
11,18,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
8,0,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
13,8,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
14,1,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
11,10,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,13,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
9,9,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
19,15,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
8,16,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
22,14,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
22,5,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
19,8,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
17,4,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
8,2,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
8,10,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
19,3,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
3,1,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
14,20,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
14,13,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
21,10,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
8,17,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
3,13,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
16,14,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
12,6,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
11,18,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,5,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
17,13,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
4,5,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
12,0,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
11,12,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,3,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
11,23,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
15,20,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
10,13,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
19,9,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
17,7,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
22,16,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
10,9,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
19,16,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
13,3,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
3,19,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
22,5,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
14,11,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
11,0,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
4,12,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
9,14,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
2,4,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
7,15,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
2,23,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
10,11,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
9,5,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
13,4,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
11,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
10,15,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
17,7,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
8,6,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
1,22,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
16,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
18,21,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
15,12,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
14,9,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
16,9,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
17,10,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
20,9,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
19,16,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
22,2,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
21,21,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
2,22,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
20,3,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
10,8,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
13,11,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
1,2,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
18,21,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
18,20,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
19,15,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
3,4,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
19,12,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
22,6,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
3,9,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
20,0,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
4,19,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
16,13,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
20,20,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
5,14,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
11,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
15,16,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
16,9,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
20,7,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
4,21,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
4,1,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
1,5,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
18,18,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
12,17,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
7,16,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
20,10,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
5,12,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
8,21,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
5,18,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
14,7,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
9,18,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
11,1,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
14,9,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
15,3,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
14,5,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
12,11,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
10,13,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
15,18,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
15,5,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,12,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
17,3,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
19,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
22,5,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
20,13,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
7,11,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
17,20,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
16,4,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
5,16,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
19,11,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
19,3,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
9,0,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
11,5,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
19,19,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
19,18,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
11,19,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
10,2,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
3,11,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
11,2,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
14,21,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
17,22,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
1,13,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
21,4,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
15,17,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
12,7,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
5,22,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
18,3,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
11,21,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
14,15,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
2,10,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
10,3,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
14,2,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
4,13,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
18,3,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
5,17,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
1,12,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
14,3,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
1,9,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
21,16,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
3,17,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
19,4,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
2,21,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
8,12,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
18,23,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
7,16,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
12,16,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,19,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
6,8,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
11,9,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
10,17,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
4,14,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
1,23,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
2,23,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
18,13,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
15,13,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
7,4,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
16,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
7,13,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
11,16,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
8,7,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
2,0,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
17,23,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
2,13,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
10,21,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
8,1,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
16,18,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
6,9,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
13,5,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
12,6,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
16,7,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
17,21,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
7,7,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
12,1,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
14,11,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
8,1,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
4,2,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
3,13,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
19,14,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
12,3,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
12,2,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
3,16,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
12,12,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,1,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
16,14,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
2,4,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
5,3,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
10,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
13,13,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
17,21,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
4,6,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
20,1,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
8,13,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
3,14,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
20,1,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
15,21,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
12,17,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
9,15,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
6,14,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
9,19,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
16,4,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
16,10,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
20,18,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
6,18,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
15,7,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
20,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
3,11,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
20,0,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
17,5,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
12,8,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
3,21,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
16,2,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
19,16,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
7,12,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
3,10,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
12,23,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
1,20,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
11,5,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,11,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
3,0,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
8,8,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
2,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
18,12,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
17,5,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
6,7,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
4,5,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
1,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
11,1,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
14,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
11,11,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
22,19,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
4,15,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
19,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
15,3,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
17,6,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
17,9,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
11,15,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
10,5,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
2,2,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
21,6,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
20,18,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
10,21,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
8,12,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
14,6,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
21,14,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
1,6,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
16,21,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
6,18,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
2,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
20,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
6,11,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
17,21,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
17,5,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
22,23,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
14,13,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,16,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
7,10,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
16,8,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
15,2,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
13,1,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
20,14,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
15,2,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
15,2,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
14,2,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
2,7,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
5,11,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
3,4,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,21,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
5,13,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
14,0,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
5,18,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
4,3,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
7,12,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
19,23,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
13,12,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
14,3,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
9,5,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
17,15,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
1,9,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
10,22,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
13,18,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
18,2,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
7,14,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
14,12,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
15,21,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
2,7,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
18,20,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
19,9,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
9,11,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
12,20,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,18,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
20,7,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
14,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
12,11,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
7,9,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
15,7,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
6,0,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
14,18,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
9,2,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
1,13,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
